id;authors;title;language_code;average_rating;ratings_count;work_ratings_count;work_text_reviews_count
309;Cassandra Clare;City of Fallen Angels (The Mortal Instruments, #4);en-US;4.16;341826;373167;18870
310;Jennifer Weiner;Good in Bed (Cannie Shapiro, #1);en-US;3.7;248804;252305;5500
311;Colleen McCullough;The Thorn Birds;eng;4.22;255651;266826;4556
312;Neil Gaiman, Dave McKean;The Graveyard Book;en-US;4.12;302303;325451;23840
313;M.L. Stedman;The Light Between Oceans;eng;4.0;243526;288434;29932
314;Cornelia Funke, Anthea Bell;Inkheart (Inkworld, #1);en-US;3.86;285011;301414;10384
315;Spencer Johnson, Kenneth H. Blanchard;Who Moved My Cheese?;eng;3.74;237272;253134;7877
316;Bill Bryson;A Walk in the Woods;eng;4.05;250192;264449;14422
317;Maya Angelou;I Know Why the Caged Bird Sings;en-US;4.19;270859;284448;6666
318;Christina Baker Kline;Orphan Train;eng;4.14;226091;263968;24700
319;Cassandra Clare;City of Lost Souls (The Mortal Instruments, #5);eng;4.3;300553;327869;16639
320;Maria Semple;Where'd You Go, Bernadette;eng;3.9;215453;268153;28973
321;Wilson Rawls;Where the Red Fern Grows;;4.04;268548;280179;8725
322;Neil Gaiman;Neverwhere;eng;4.18;268318;301740;15680
323;Milan Kundera, Michael Henry Heim;The Unbearable Lightness of Being;eng;4.08;205279;247980;10682
324;Rainbow Rowell;Fangirl;eng;4.12;340379;371730;39353
325;John Irving;A Prayer for Owen Meany;eng;4.22;226964;246452;11197
326;Janet Fitch;White Oleander;eng;3.93;245674;254276;5960
327;Marie Lu;Legend (Legend, #1);eng;4.19;299998;318472;23487
328;Jodi Picoult;Nineteen Minutes;eng;4.1;235978;251693;14004
329;Randy Pausch, Jeffrey Zaslow;The Last Lecture;eng;4.25;241869;248143;14988
330;Robert Jordan;The Eye of the World (Wheel of Time, #1);eng;4.18;260184;272983;8212
331;Jodi Picoult;The Pact;en-US;4.0;221225;235359;9257
332;C.S. Lewis;The Magician's Nephew (Chronicles of Narnia, #6);eng;4.01;268355;303570;8690
333;Lisa Genova;Still Alice;eng;4.3;223432;245071;24112
334;Sylvia Day;Reflected in You (Crossfire, #2);eng;4.33;252564;267608;9817
335;Roald Dahl, Quentin Blake;James and the Giant Peach;eng;3.99;270402;289737;5120
336;James Patterson;1st to Die (Women's Murder Club, #1);en-US;4.05;233984;242428;5039
337;Douglas Adams;The Ultimate Hitchhiker's Guide to the Galaxy;eng;4.37;222842;238420;4254
338;David Nicholls;One Day;eng;3.77;222926;247052;15937
339;Margaret Wise Brown, Clement Hurd;Goodnight Moon;en-US;4.27;244842;252678;4604
340;Pittacus Lore;I Am Number Four (Lorien Legacies, #1);en-US;3.94;253437;270195;14101
341;Homer, Robert Fagles, FrÃ©dÃ©ric Mugler, Bernard Knox;The Iliad;eng;3.83;241088;273565;4763
342;J.K. Rowling;The Casual Vacancy;eng;3.28;231835;254461;28751
343;John Grisham;The Runaway Jury;eng;3.96;222712;226861;1700
344;David Sedaris;Naked;en-US;4.08;201337;204766;5096
345;Christopher Paolini;Eldest (The Inheritance Cycle, #2);en-US;3.96;250000;274059;8284
346;L. Frank Baum, W.W. Denslow;The Wonderful Wizard of Oz (Oz, #1);eng;3.98;247521;279400;8866
347;C.S. Lewis;Prince Caspian (Chronicles of Narnia, #2);eng;3.96;250221;273069;4737
348;E. Lockhart;We Were Liars;eng;3.85;273442;298780;36910
349;Stephen King;'Salem's Lot;en-GB;3.99;228680;246360;6167
350;Hunter S. Thompson, Ralph Steadman;Fear and Loathing in Las Vegas;eng;4.08;232489;242140;5021
351;Cassandra Clare;Clockwork Prince (The Infernal Devices, #2);eng;4.46;307994;328019;17854
352;Amy Poehler;Yes Please;eng;3.81;251082;274223;20301
353;William Shakespeare;Othello;eng;3.88;238875;256757;4334
354;Toni Morrison;Beloved;eng;3.77;233825;245098;7749
355;Kristin Cashore;Graceling (Graceling Realm, #1);en-CA;4.1;281185;296630;19081
356;Lemony Snicket, Brett Helquist;The Bad Beginning (A Series of Unfortunate Events, #1);eng;3.89;275670;295024;12794
357;Erich Maria Remarque, A.W. Wheen;All Quiet on the Western Front;en-US;3.92;249113;265789;6947
358;Dr. Seuss;Oh, The Places You'll Go!;en-US;4.34;257260;260002;4021
359;Khaled Hosseini;And the Mountains Echoed;eng;4.03;199326;229116;24084
360;Philip K. Dick, Roger Zelazny;Do Androids Dream of Electric Sheep?;eng;4.08;223828;245008;8330
361;Charles Dickens, George Cruikshank, Philip Horne;Oliver Twist;eng;3.85;230181;253163;5342
362;C.S. Lewis;The Screwtape Letters;eng;4.21;116277;238169;8285
363;Stephanie Perkins;Anna and the French Kiss (Anna and the French Kiss, #1);en-US;4.08;259479;285344;26153
364;Dr. Seuss;How the Grinch Stole Christmas!;eng;4.36;250602;256127;2204
365;Alan Moore, David   Lloyd;V for Vendetta;eng;4.25;210682;220640;4138
366;David McCullough;John Adams;eng;4.05;215780;220127;5334
367;Dean Koontz;Odd Thomas (Odd Thomas, #1);eng;3.94;205986;213895;6357
368;Philip Pullman;The Subtle Knife (His Dark Materials, #2);eng;4.1;242503;270785;6139
369;Jerry Spinelli;Stargirl (Stargirl, #1);eng;3.74;237560;245315;11717
370;Rick Riordan;The Red Pyramid (Kane Chronicles, #1);eng;4.06;232791;242889;10914
371;Robert A. Heinlein;Stranger in a Strange Land;eng;3.91;220301;229222;6293
372;David Sedaris;Dress Your Family in Corduroy and Denim;eng;4.08;191923;204247;5776
373;Roald Dahl, Quentin Blake;The BFG;eng;4.22;245855;264369;7906
374;Bill Bryson;A Short History of Nearly Everything;en-US;4.19;191535;206367;9065
375;Jack London;The Call of the Wild;eng;3.83;223932;248795;6770
376;James Dashner;The Death Cure (Maze Runner, #3);eng;3.77;223674;257184;19975
377;Neil Gaiman;Stardust;eng;4.07;237602;277184;13731
378;Jhumpa Lahiri;The Namesake;en-US;3.96;184211;192903;9824
379;Deborah Harkness;A Discovery of Witches (All Souls Trilogy, #1);eng;3.99;226622;249735;25179
380;Haruki Murakami, Jay Rubin;Norwegian Wood;eng;4.02;183988;217817;12522
381;Billie Letts;Where the Heart Is;en-US;4.0;208333;210368;3147
382;John Green, David Levithan;Will Grayson, Will Grayson;eng;3.84;236431;254305;15782
383;James Frey;A Million Little Pieces;en-CA;3.62;184241;189931;10857
384;Richelle Mead;Frostbite (Vampire Academy, #2);eng;4.3;256745;270065;10056
385;Susan Cain;Quiet: The Power of Introverts in a World That Can't Stop Talking;eng;4.04;202135;221729;17573
386;Scott O'Dell;Island of the Blue Dolphins (Island of the Blue Dolphins, #1);en-CA;3.8;236015;245968;6699
387;Arthur Miller, Christopher Bigsby;The Crucible;eng;3.55;242980;253242;5390
388;Gary Paulsen;Hatchet (Brian's Saga, #1);en-US;3.68;222553;231963;10378
389;Brandon Sanderson;The Final Empire (Mistborn, #1);eng;4.43;208944;238993;16276
390;Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon;The Strange Case of Dr. Jekyll and Mr. Hyde;eng;3.79;223535;259652;7958
391;Dr. Seuss;The Lorax;eng;4.35;226564;230363;3231
392;Jeff Kinney;Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1);en-US;3.96;254852;263269;13337
393;Sarah J. Maas;Throne of Glass (Throne of Glass, #1);eng;4.24;274987;327865;29145
394;Richelle Mead;Shadow Kiss (Vampire Academy, #3);en-US;4.37;266742;278963;10074
395;Ernest Hemingway;For Whom the Bell Tolls;eng;3.95;195063;206219;4658
396;Jamie Ford;Hotel on the Corner of Bitter and Sweet;eng;3.98;197294;211336;18120
397;Patrick SÃ¼skind, John E. Woods;Perfume: The Story of a Murderer;eng;4.0;178135;222754;10057
398;Eric Schlosser;Fast Food Nation: The Dark Side of the All-American Meal;eng;3.73;179347;183361;5063
399;J.K. Rowling;The Tales of Beedle the Bard;en-US;4.06;284833;319107;11330
400;William Gibson;Neuromancer;eng;3.88;183878;202417;6623
401;Ernest Hemingway;A Farewell to Arms;en-US;3.79;186613;207523;7249
402;Edgar Allan Poe;The Tell-Tale Heart and Other Writings;en-GB;4.15;195689;197636;1050
403;Sun Tzu, Thomas Cleary;The Art of War;eng;3.95;167332;203948;6335
404;William Landay;Defending Jacob;eng;3.97;182025;202066;17681
405;Kurt Vonnegut Jr.;Breakfast of Champions;eng;4.08;178154;187177;5265
406;Betty Edwards;The New Drawing on the Right Side of the Brain;en-US;3.84;218264;224450;591
407;Ann Patchett;Bel Canto;eng;3.92;192330;200256;12134
408;Jared Diamond;Guns, Germs, and Steel: The Fates of Human Societies;eng;4.0;171558;185443;7872
409;Fannie Flagg;Fried Green Tomatoes at the Whistle Stop Cafe;;4.26;207508;216286;4439
410;Chinua Achebe;Things Fall Apart (The African Trilogy, #1);en-US;3.61;199346;213360;9884
411;Sophie Kinsella;The Undomestic Goddess;eng;3.82;200509;209361;6772
412;Gary Chapman;The Five Love Languages: How to Express Heartfelt Commitment to Your Mate;en-US;4.23;165675;195438;7647
413;Alexandre Dumas;The Three Musketeers;;4.06;195274;221481;4974
414;Chris Cleave;Little Bee;en-US;3.7;116784;197953;19680
415;Alyson Noel;Evermore (The Immortals, #1);en-US;3.59;230031;235704;9228
416;Roald Dahl, Quentin Blake;The Witches;en-US;4.17;221431;234145;5190
417;Diane Setterfield;The Thirteenth Tale;eng;3.95;213200;228602;19432
418;Richelle Mead;Spirit Bound (Vampire Academy, #5);eng;4.37;224247;235076;8030
419;Richelle Mead;Blood Promise (Vampire Academy, #4);en-US;4.35;231853;244376;8782
420;Nicholas Sparks;Message in a Bottle;en-US;3.95;185116;192001;3721
421;Paula McLain;The Paris Wife;eng;3.79;191850;207590;18836
422;J.K. Rowling;Harry Potter Boxset (Harry Potter, #1-7);eng;4.74;190050;204125;6508
423;Kiera Cass;The Elite (The Selection, #2);eng;4.02;234247;269816;21810
424;Umberto Eco, William Weaver, SeÃ¡n Barrett;The Name of the Rose;en-US;4.11;200217;224974;6075
425;Beatrice Sparks, Anonymous;Go Ask Alice;eng;3.77;196677;205554;9202
426;John Kennedy Toole, Walker Percy;A Confederacy of Dunces;eng;3.89;170776;185391;11881
427;Oscar Wilde;The Importance of Being Earnest;eng;4.17;210630;232256;6560
428;Rick Riordan;The Mark of Athena (The Heroes of Olympus, #3);eng;4.47;277491;293586;13332
429;Terry Pratchett;The Color of Magic (Discworld, #1;;;;;
430;Haruki Murakami, Philip Gabriel;Kafka on the Shore;en-US;4.13;167593;195365;13279
431;Thomas Harris;Red Dragon (Hannibal Lecter, #1);eng;4.01;194013;205433;3309
432;Isaac Asimov;I, Robot (Robot #0.1);eng;4.17;198368;210219;4335
433;J.R. Ward;Dark Lover (Black Dagger Brotherhood, #1);eng;4.21;227021;238633;10769
434;Becca Fitzpatrick;Crescendo (Hush, Hush, #2);en-US;4.07;226237;234040;10041
435;Lauren Oliver;Before I Fall;eng;3.92;220160;232559;17705
436;Arundhati Roy;The God of Small Things;eng;3.91;165378;182127;9294
437;Sue Monk Kidd;The Invention of Wings;en-US;4.23;168006;193774;19518
438;Liane Moriarty;What Alice Forgot;eng;4.05;165704;205778;17382
439;Stephen Hawking, Cao Chi, Pháº¡m VÄƒn Thiá»u;A Brief History of Time;eng;4.12;165628;181410;5146
440;Ken Follett;Fall of Giants (The Century Trilogy, #1);eng;4.26;168911;190478;11859
441;Stephen King;Under the Dome;eng;3.89;183292;201322;13086
442;Neal Stephenson;Snow Crash;eng;4.02;175883;187292;7075
443;Sarah Dessen;Just Listen;en-US;4.06;202180;207930;7319
444;A.A. Milne, Ernest H. Shepard;Winnie-the-Pooh (Winnie-the-Pooh, #1);eng;4.34;207550;215213;2978
445;S.J. Watson;Before I Go to Sleep;en-CA;3.87;180896;213136;19206
446;Arthur Conan Doyle;A Study in Scarlet;eng;4.15;201499;220115;6954
447;Christopher Paolini;Brisingr (The Inheritance Cycle, #3);eng;4.03;211645;226941;7993
448;Rick Warren;The Purpose Driven Life: What on Earth Am I Here for?;en-US;3.9;170491;176463;2755
449;P.C. Cast, Kristin Cast;Betrayed (House of Night, #2);en-US;3.93;205340;213261;4993
450;Jim Butcher;Storm Front (The Dresden Files, #1);en-US;4.02;203053;219442;12005
451;Jane Austen, Alfred MacAdam;Northanger Abbey;eng;3.8;205167;232299;8616
452;Rick Yancey;The 5th Wave (The 5th Wave, #1);eng;4.1;260048;287540;26756
453;Charles Frazier;Cold Mountain;en-US;3.83;185979;190137;4884
454;Laura Joffe Numeroff, Felicia Bond;If You Give a Mouse a Cookie;en-US;4.24;198083;198778;3016
455;Emily Giffin;Something Blue (Darcy & Rachel, #2);en-US;3.92;172417;178529;6646
456;Tennessee Williams;A Streetcar Named Desire;eng;3.97;194493;206983;2841
457;Elizabeth Kostova;The Historian;eng;3.77;190473;207529;14252
458;Emily St. John Mandel;Station Eleven;eng;4.02;160466;189380;24215
459;Fredrik Backman, Henning Koch;A Man Called Ove;eng;4.35;183777;243440;34386
460;Cassandra Clare;Clockwork Princess (The Infernal Devices, #3);eng;4.59;162099;247984;23261
461;Pearl S. Buck;The Good Earth (House of Earth, #1);eng;3.97;182220;193405;8259
462;John Berger;Ways of Seeing;eng;3.75;155658;156859;790
463;Diana Gabaldon;Dragonfly in Amber (Outlander, #2);eng;4.31;178110;210989;12025
464;Anonymous;Holy Bible: King James Version;eng;4.43;159457;171594;4438
465;Jennifer Weiner;In Her Shoes;;3.78;167400;174338;2513
466;Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming;The Hobbit: Graphic Novel;eng;4.48;155338;159435;957
467;Junot DÃ­az;The Brief Wondrous Life of Oscar Wao;eng;3.89;160330;181124;16640
468;Zora Neale Hurston;Their Eyes Were Watching God;eng;3.87;181106;198264;9005
469;Newt Scamander, J.K. Rowling, Albus Dumbledore;Fantastic Beasts and Where to Find Them;eng;3.95;185928;209465;6523
470;Malala Yousafzai, Christina Lamb;I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban;eng;4.06;214412;227850;14667
471;Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont;Mansfield Park;eng;3.84;205064;224467;7046
472;Viktor E. Frankl;Man's Search for Meaning;eng;4.33;171281;193751;10147
473;Tana French;In the Woods (Dublin Murder Squad, #1);eng;3.74;188024;201721;15392
474;Richard Dawkins;The God Delusion;eng;3.89;162740;176774;6812
475;Gayle Forman;Where She Went (If I Stay, #2);en-US;4.06;193141;218362;18556
476;John Irving;The World According to Garp;eng;4.07;167106;179078;4569
477;Lee Child;Killing Floor (Jack Reacher, #1);eng;4.04;162972;182703;8032
478;Daniel Defoe, Gerald McCann, Virginia Woolf;Robinson Crusoe;eng;3.66;178188;196865;4603
479;NiccolÃ² Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez;The Prince;eng;3.78;153128;181980;5389
480;Philip Pullman;The Amber Spyglass (His Dark Materials, #3);eng;4.06;192315;217610;6693
481;Terry Goodkind;Wizard's First Rule (Sword of Truth, #1);eng;4.13;175771;188159;5485
482;Kathleen Grissom;The Kitchen House;en-CA;4.18;168082;179277;15812
483;J.D. Salinger;Franny and Zooey;en-US;3.98;152906;162697;5297
484;Chuck Palahniuk;Choke;eng;3.69;154643;162963;5328
485;Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky;The Brothers Karamazov;eng;4.3;155838;178135;7640
486;Jeanne DuPrau;The City of Ember (Book of Ember, #1);eng;3.85;198809;204085;9322
487;Michael Crichton;The Andromeda Strain;;3.87;173186;178917;2555
488;Stephen King;The Green Mile;eng;4.42;173950;191109;4873
489;Kahlil Gibran;The Prophet;eng;4.22;142641;164552;6263
490;Art Spiegelman;Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1);eng;4.35;184007;191615;4837
491;P.C. Cast, Kristin Cast;Untamed (House of Night, #4);en-US;3.95;191743;198350;3356
492;Orson Scott Card;Speaker for the Dead (Ender's Saga, #2);en-US;4.04;164287;182764;6579
493;C.S. Lewis;Mere Christianity;eng;4.31;184759;198433;6041
494;Donna Tartt;The Secret History;eng;4.07;168405;189596;13324
495;Dave Eggers;A Heartbreaking Work of Staggering Genius;eng;3.68;145459;149779;8673
496;Jean M. Auel;The Clan of the Cave Bear (Earth's Children, #1);eng;4.02;176062;187874;5137
497;Anna Sewell;Black Beauty;eng;3.94;183255;195205;3377
498;Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude;War and Peace;eng;4.11;168037;192992;8062
499;Bret Easton Ellis;American Psycho;eng;3.81;166083;177109;7669
500;Meg Cabot;The Princess Diaries (The Princess Diaries, #1);eng;3.76;193140;200671;4289
501;Alexander McCall Smith;The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1);eng;3.75;180320;189258;9369
502;Robert Kirkman, Tony Moore;The Walking Dead, Vol. 01: Days Gone Bye;en-GB;4.3;164530;167805;3397
503;Arthur C. Clarke;2001: A Space Odyssey (Space Odyssey, #1);eng;4.12;170841;180661;3722
504;Francine Rivers;Redeeming Love;eng;4.48;157506;163637;9147
505;Tim LaHaye, Jerry B. Jenkins;Left Behind (Left Behind, #1);eng;3.81;161173;165021;3210
506;Kiera Cass;The One (The Selection, #3);eng;4.21;139544;237039;21608
507;Suzanne Collins;The Hunger Games Trilogy Boxset (The Hunger Games, #1-3);eng;4.49;129665;159760;6429
508;Barbara Ehrenreich;Nickel and Dimed: On (Not) Getting By in America;eng;3.6;152786;157470;5723
509;Sophie Kinsella;Remember Me?;eng;3.76;170096;182581;6838
510;Robert Jordan;The Great Hunt (Wheel of Time, #2);en-US;4.2;162595;172500;3061
511;Patricia Cornwell;Postmortem (Kay Scarpetta, #1);eng;4.01;167379;173045;2261
512;Edgar Allan Poe;The Complete Stories and Poems;en-US;4.37;160063;160326;1055
513;Corrie ten Boom, John Sherrill, Elizabeth Sherrill;The Hiding Place: The Triumphant True Story of Corrie Ten Boom;en-US;4.42;171384;178722;7801
514;Arthur Conan Doyle;The Adventures of Sherlock Holmes;eng;4.29;139816;184991;4922
515;Pat Conroy;The Prince of Tides;eng;4.22;159596;165367;3454
516;Michael Chabon;The Amazing Adventures of Kavalier & Clay;eng;4.17;147717;156603;9326
517;Simone Elkeles;Perfect Chemistry (Perfect Chemistry, #1);eng;4.07;198627;205008;9882
518;J.M. Barrie, Michael Hague;Peter Pan;en-US;4.1;169306;196359;7464
519;Scott Westerfeld;Pretties (Uglies, #2);eng;3.85;193405;203755;9390
520;Haruki Murakami, Jay Rubin;The Wind-Up Bird Chronicle;eng;4.17;133408;159705;10724
521;Michael Connelly;The Lincoln Lawyer (Mickey Haller, #1;;;;;
522;David Mitchell;Cloud Atlas;eng;4.01;152441;172239;17001
523;Tim O'Brien;The Things They Carried;en-US;4.12;168678;181159;10666
524;Banksy;Wall and Piece;eng;3.83;149453;150117;687
525;Lauren Oliver;Pandemonium (Delirium, #2);eng;4.07;181656;191644;13876
526;Jeff Lindsay;Darkly Dreaming Dexter (Dexter, #1);eng;3.89;150055;157862;5656
527;Charlaine Harris;Living Dead in Dallas (Sookie Stackhouse, #2);eng;3.97;190565;209338;6388
528;Robert Jordan;The Dragon Reborn (Wheel of Time, #3);eng;4.23;153809;164783;2471
529;Jonathan Swift, Robert DeMaria Jr.;Gulliver's Travels;eng;3.55;168727;188299;3927
530;William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson;Much Ado About Nothing;eng;4.06;175616;185702;2686
531;Unknown, Seamus Heaney;Beowulf;en-US;3.42;155903;184187;5098
532;Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil;Batman: Year One;eng;4.23;145267;148446;1954
533;Harper Lee;Go Set a Watchman;eng;3.31;138669;164828;24535
534;David Sedaris;When You Are Engulfed in Flames;en-US;4.04;150898;156976;9013
535;Laini Taylor;Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1);eng;4.04;198283;228815;23582
536;Victoria Aveyard;Red Queen (Red Queen, #1);eng;4.08;83354;289740;30249
537;Charles Duhigg;The Power of Habit: Why We Do What We Do in Life and Business;eng;4.03;155977;170269;9515
538;John Berendt;Midnight in the Garden of Good and Evil;eng;3.9;167997;175681;6635
539;Colleen Hoover;Hopeless (Hopeless, #1);eng;4.34;189938;207777;18984
540;Frances Hodgson Burnett, Nancy Bond;A Little Princess;eng;4.2;199872;215833;5128
541;Sarah Dessen;The Truth About Forever;en-US;4.13;179415;183697;7421
542;C.S. Lewis;The Horse and His Boy (Chronicles of Narnia, #5);eng;3.9;189671;209180;4913
543;Richelle Mead;Last Sacrifice (Vampire Academy, #6);eng;4.42;206792;217652;10312
